,WD,arkid,nameAuth,urlAuth,Auktoriserad,Datum,Auktoritetspost,WD_Arken
5611,,,"Stjernecrantz, Arvid Adrian",stjernecrantz-arvid-adrian,"Stjernecrantz, Arvid Adrian",1755-1785,https://libris.kb.se/zw9dh5ph3g9wnd1#it,Arken_only
5615,,,Stockholms borgargille,stockholms-borgargille,Stockholms borgargille,1921-,https://libris.kb.se/z9gsvhg3wq0f3bwd#it,Arken_only
5617,,,Stockholms högskola,Stockholms-högskola,Stockholms högskola,,https://libris.kb.se/khw034z33lp7wxh#it,Arken_only
5618,,,"Stockholms stad (Sverige)., Drätselnämnden",Stockholm-Drätselnämnden,"Stockholms stad (Sverige)., Drätselnämnden",,https://libris.kb.se/rp358ps92zt5bfj#it,Arken_only
5619,,,Stockholms stadsarkiv,Stockholms-stadsarkiv,Stockholms stadsarkiv,,https://libris.kb.se/fcrtwgnz2xp6r1g#it,Arken_only
5620,,,Stockholms stadsteater,Stockholms-stadsteater,Stockholms stadsteater,,https://libris.kb.se/sq469h0b5csfm1p#it,Arken_only
5621,,,Stockholms typografiska gille,stockholms-typografiska-gille,Stockholms typografiska gille,,https://libris.kb.se/64jlncjq0fnwfdx#it,Arken_only
5622,,,Stockholms-Tidningen,Stockholms-Tidningen,Stockholms-Tidningen,,https://libris.kb.se/ljx0xxp40mg12m5#it,Arken_only
5623,,,Stockholmsutställningen 1930,Stockholmsutställningen-1930,Stockholmsutställningen 1930,,https://libris.kb.se/wt7bf5lf1sq41hj#it,Arken_only
5625,,,"Stolpe, Carl Gustaf","Stolpe,-Carl-Gustaf","Stolpe, Carl Gustaf",1918-2009,https://libris.kb.se/64jmtd3q2fkz0kc#it,Arken_only
5626,,,Stora Kopparbergs bergslags AB,Stora-Kopparbergs-bergslags-AB,Stora Kopparbergs bergslags AB,,https://libris.kb.se/42gjgg7n0xkrbvs#it,Arken_only
5628,,,"Strandberg, Brita Christina Aurora","Strandberg,-Brita-Christina-Aurora-f-Palm","Strandberg, Brita Christina Aurora",1818-1903,ediffah:kb:206845:1448369661,Arken_only
5630,,,"Strandell, Birger","Strandell,-Birger","Strandell, Birger",1901-1993,https://libris.kb.se/vs68cwdd53vx6x4#it,Arken_only
5632,,,"Stridh, Karin",stridh-karin,"Stridh, Karin",1939-,https://libris.kb.se/jt8x10hlglcxlw51,Arken_only
5640,,,"Strindberg, Hans","Strindberg,-Hans","Strindberg, Hans",1884-1917,ediffah:kb:196543:1357722285,Arken_only
5642,,,"Strindberg, Johan Oscar",strindberg-johan-oscar,"Strindberg, Johan Oscar",1843-1905,https://libris.kb.se/bnl302lq86m043hg#it,Arken_only
5646,,,"Strindberg, Oscar","Strindberg,-Oscar","Strindberg, Oscar",1847-1924,ediffah:kb:196543:1357722285,Arken_only
5648,,,"Strindberg, Zacharias","Strindberg,-Zacharias","Strindberg, Zacharias",1758-1829,https://libris.kb.se/zw9dh4qh12gqxxv#it,Arken_only
5649,,,Strindbergska släktföreningen,Strindbergska-släktföreningen,Strindbergska släktföreningen,,ediffah:kb:749293:1220529602,Arken_only
5650,,,Strindbergsmuseet,Strindbergsmuseet,Strindbergsmuseet,,https://libris.kb.se/86lpsfvs3pdrxn0#it,Arken_only
5651,,,Strindbergssällskapet,Strindbergssällskapet,Strindbergssällskapet,,https://libris.kb.se/64jljjbq48fttxt#it,Arken_only
5652,,,"Struve Lindhagen, Anna","Struve-Lindhagen,-Anna","Struve Lindhagen, Anna",1858-1919,ediffah:kb:471034:1255429718,Arken_only
5653,,,"Stråhle, Bo","Stråhle,-Bo","Stråhle, Bo",1896-1974,https://libris.kb.se/sq47g8pb29pftf0#it,Arken_only
5655,,,"Ström, Israel Adolf af","Ström,-Israel-Adolf-af","Ström, Israel Adolf af",1778-1856,ediffah:kb:945887:1175777542,Arken_only
5658,,,"Strömborg, Ida Gustava","Strömborg,-Ida-Gustava,-intendent","Strömborg, Ida Gustava",,ediffah:kb:688063:1157358154,Arken_only
5659,,,"Stuart, Aina Ulrika Haraldsdotter","Stuart,-Aina-Ulrika-Haraldsdotter","Stuart, Aina Ulrika Haraldsdotter",1898-1981,ediffah:kb:391147:1138103409,Arken_only
5660,,,"Stuart, Allan August Haraldsson","Stuart,-Allan-August-Haraldsson","Stuart, Allan August Haraldsson",1895-1955,ediffah:kb:391147:1138103409,Arken_only
5662,,,"Stuart, Sten Magnus Haraldsson","Stuart,Sten-Magnus-Haraldsson","Stuart, Sten Magnus Haraldsson",1903-1933,ediffah:kb:391147:1138103409,Arken_only
5664,,,"Stäck, Ivar","Stäck,-Ivar","Stäck, Ivar",1887-1957,ediffah:kb:319453:1366972970,Arken_only
5665,,,"Stäck, Torsten","Stäck,-Torsten","Stäck, Torsten",1886-1951,ediffah:kb:319453:1366972970,Arken_only
5667,,,"Stål, Sven","Stål,-Sven","Stål, Sven",1891-1983,https://libris.kb.se/hftw0tm12d4wb09#it,Arken_only
5669,,,"Stålhammar, Aurore Sofie Louise","Stålhammar,-Aurore-Sofie-Louise","Stålhammar, Aurore Sofie Louise",1857-1940,ediffah:kb:521943:1177668528,Arken_only
5674,,,"Sundberg, Gerda","Sundberg,-Gerda","Sundberg, Gerda",,ediffah:kb:950253:1142426596,Arken_only
5675,,,"Sundberg, Olof","Sundberg,-Olof","Sundberg, Olof",1923-2009,https://libris.kb.se/qn25d5580c8vk4f#it,Arken_only
5676,,,"Sundberg, Thor","Sundberg,-Thor","Sundberg, Thor",1935-2005,https://libris.kb.se/jgvx02v202ltcvt#it,Arken_only
5688,,,"Svenhard, Mirjam",svenhard-mirjam,"Svenhard, Mirjam",1926-1987,https://libris.kb.se/hftw09n1186ls9d#it,Arken_only
5689,,,Svensk Bokkonst,svensk-bokkonst,Svensk Bokkonst,1933-,https://libris.kb.se/0bsz4jcvx6h5hbz8#it,Arken_only
5691,,,Svensk arkivinformation,svensk-arkivinformation,Svensk arkivinformation,,https://libris.kb.se/tr57558c1hcnxgn#it,Arken_only
5692,,,Svensk-Polska Föreningen,svensk-polska-foreningen,Svensk-Polska Föreningen,,https://libris.kb.se/97mpmntt1m20wh8#it,Arken_only
5693,,,Svensk-indiska föreningen,Svenskindiska-föreningen,Svensk-indiska föreningen,,https://libris.kb.se/hftwzfk13j9q0cz#it,Arken_only
5695,,,Svensk-tjeckiska föreningen,Svensk-tjeckiska-föreningen,Svensk-tjeckiska föreningen,,ediffah:kb:818159:1416920993,Arken_only
5696,,,Svenska Bibliotekariesamfundet,svenska-bibliotekariesamfundet,Svenska Bibliotekariesamfundet,,https://libris.kb.se/42gjghrn0nqpqpz#it,Arken_only
5697,,,Svenska Dagbladet,Svenska-Dagbladet,Svenska Dagbladet,,https://libris.kb.se/64jljkwq3srss1w#it,Arken_only
5699,,,Svenska Nätinfoföreningen,Svenska-Nätinfoföreningen,Svenska Nätinfoföreningen,,ediffah:kb:183935:1426171523,Arken_only
5700,,,Svenska PEN,Svenska-PEN,Svenska PEN,,https://libris.kb.se/tr58cq3c4p1sw65#it,Arken_only
5701,,,Svenska akademien,svenska-akademien,Svenska akademien,1786-,https://libris.kb.se/sq4645cb271v275#it,Arken_only
5702,,,Svenska antikvariatföreningen,svenska-antikvariatforeningen,Svenska antikvariatföreningen,1936-,https://libris.kb.se/fcrtrs0z019bljl#it,Arken_only
5703,,,Svenska bokbindareförbundet,Svenska-bokbindareförbundet,Svenska bokbindareförbundet,1893-1973,https://libris.kb.se/wt7bjcpf2vv3sgs#it,Arken_only
5704,,,Svenska bokförläggareföreningen,svenska-bokforlaggareforeningen,Svenska bokförläggareföreningen,1843-,https://libris.kb.se/hftwtv511hprm5x#it,Arken_only
5705,,,Svenska cellulosa AB,Svenska-cellulosa-AB,Svenska cellulosa AB,,https://libris.kb.se/rp3534g902h4jb7#it,Arken_only
5706,,,Svenska humanistiska förbundet,Svenska-humanistiska-förbundet,Svenska humanistiska förbundet,,https://libris.kb.se/0xbdbcwj2xrq8tc#it,Arken_only
5707,,,Svenska kommunalarbetareförbundet,svenska-kommunalarbetareforbundet,Svenska kommunalarbetareförbundet,,https://libris.kb.se/sq4645sb0w7p2w2#it,Arken_only
5708,,,Svenska kyrkan,svenska-kyrkan,Svenska kyrkan,,https://libris.kb.se/1zcfhp4k0h37xc6#it,Arken_only
5710,,,Svenska läkaresällskapet,Svenska-läkaresällskapet,Svenska läkaresällskapet,,https://libris.kb.se/b8nqnpgv02r443d#it,Arken_only
5711,,,Svenska missionssällskapet kyrkan och samerna,svenska-missionssallskapet-kyrkan-och-samerna,Svenska missionssällskapet kyrkan och samerna,1835-2001,https://libris.kb.se/gdsvstn0492nh7n#it,Arken_only
5712,,,Svenska rikskonserter,Rikskonserter,Svenska rikskonserter,,https://libris.kb.se/nl02010628zlbk6#it,Arken_only
5714,,,Svenska samernas riksförbund,svenska-samernas-riksforbund,Svenska samernas riksförbund,,https://libris.kb.se/b8nqnpnv172377n#it,Arken_only
5715,,,Svenska scoutförbundet,svenska-scoutforbundet-2,Svenska scoutförbundet,1960-2012,https://libris.kb.se/31fjq52m4k6lm4k,Arken_only
5716,,,Svenska scoutförbundet,svenska-scoutforbundet,Svenska scoutförbundet,1960-2012,https://libris.kb.se/31fjq52m4k6lm4k,Arken_only
5717,,,Svenska skolmuseet,svenska-skolmuseet,Svenska skolmuseet,1908-1966,https://libris.kb.se/97mpmkmt5c8wbbm#it,Arken_only
5719,,,Svenska sällskapet för antropologi och geografi,Svenska-sällskapet-för-antropologi-och-geografi,Svenska sällskapet för antropologi och geografi,,https://libris.kb.se/c9prpqrw0vzrk5z#it,Arken_only
5720,,,Svenska teaterförbundet,svenska-teaterforbundet,Svenska teaterförbundet,,https://libris.kb.se/1zcfcdgk0glqgcw#it,Arken_only
5721,,,Svenska tonsättares internationella musikbyrå,STIM,Svenska tonsättares internationella musikbyrå,,https://libris.kb.se/vs68cjgd46qztmp#it,Arken_only
5727,,,Sverige. Generaladjutantsexpeditionen för armén,Sverige-Generaladjutantsexpeditionen-för-armén,Sverige. Generaladjutantsexpeditionen för armén,,https://libris.kb.se/1zcgm94k52mfkn0#it,Arken_only
5728,,,Sverige. Riksdagen. Konstitutionsutskottet,Sverige-Riksdagen-Konstitutionsutskottet,Sverige. Riksdagen. Konstitutionsutskottet,,https://libris.kb.se/vs6863sd01c081g#it,Arken_only
5729,,,Sverige. Statistiska centralbyrån,Statistiska-centralbyrån,Sverige. Statistiska centralbyrån,,https://libris.kb.se/vs68659d3hpd0xr#it,Arken_only
5730,,,"Sverige., Kungl. Maj:t",sverige-kungl-maj-t,"Sverige., Kungl. Maj:t",1809-1974,https://libris.kb.se/tr58hglc2mq4hgk#it,Arken_only
5731,,,"Sverige., Riksdagen",Sverige-Rikets-ständer,"Sverige., Riksdagen",,https://libris.kb.se/nl020wl60prdzvn#it,Arken_only
5732,,,Sveriges Radio,Sveriges-Radio,Sveriges Radio,,https://libris.kb.se/b8nqnq8v3nb3b0z#it,Arken_only
5733,,,Sveriges Televison,Sveriges-Televison,Sveriges Televison,,https://libris.kb.se/0xbdhp2j3lrxx16#it,Arken_only
5736,,,Sveriges kristna socialdemokraters förbund,sveriges-kristna-socialdemokraters-forbund,Sveriges kristna socialdemokraters förbund,1929-,https://libris.kb.se/sq4646kb37nxt7h#it,Arken_only
5737,,,Sveriges riksbank,Sveriges-riksbank,Sveriges riksbank,,https://libris.kb.se/vs6868td22x1wbk#it,Arken_only
5738,,,Sveriges teatermuseum,sveriges-teatermuseum,Sveriges teatermuseum,,http://libris.kb.se/resource/auth/113363,Arken_only
5740,,,"Svärd, Sixten","Svärd,-Sixten","Svärd, Sixten",1913-1991,ediffah:kb:670614:1378901587,Arken_only
5743,,,"Swartz, Olof",swartz-olof,"Swartz, Olof",1760-1818,https://libris.kb.se/42gknxcn3m59dcs#it,Arken_only
5747,,,"Swenson, Edgar","Swenson,-Edgar","Swenson, Edgar",1893-1972,https://libris.kb.se/mkz25tt51jmgd8z#it,Arken_only
5748,,,"Swift, Jonathan",swift-jonathan,"Swift, Jonathan",1667-1745,https://libris.kb.se/xv8bc38g4jckml0#it,Arken_only
5750,,,"Sydow, von (släkt)",Släkten-von-Sydow,"Sydow, von (släkt)",,https://libris.kb.se/nl03b9v62f6344m#it,Arken_only
5753,,,"Sylvander, Wolmar Henrik","Sylvander,-Wolmar-Henrik","Sylvander, Wolmar Henrik",1813-1882,https://libris.kb.se/rp36f6t907brt17#it,Arken_only
5756,,,Sällskapet De 17,Sällskapet-De-sjutton,Sällskapet De 17,,https://libris.kb.se/64jmwqgq00zpqq3#it,Arken_only
5757,,,Sällskapet Februarigubbarna,Sällskapet-Februarigubbarna,Sällskapet Februarigubbarna,,http://libris.kb.se/resource/bib/17260890,Arken_only
5758,,,Sällskapet Idun,sallskapet-idun,Sällskapet Idun,1862-,https://libris.kb.se/mkz1z1w5397csbg#it,Arken_only
5760,,,Sällskapet Stadsbudskåren,Sällskapet-Stadsbudskåren,Sällskapet Stadsbudskåren,,http://libris.kb.se/resource/bib/17260927,Arken_only
5762,,,"Särman, Sven Gunnar","Särman,-Sven-Gunnar,-1925-,-Författare","Särman, Sven Gunnar",1925-,https://libris.kb.se/86lpswzs3l4hfcf#it,Arken_only
5764,,,"Söderberg, Elow","Söderberg,-Elow","Söderberg, Elow",1922-,ediffah:kb:978943:1368600068,Arken_only
5765,,,"Söderberg, Emelie","Söderberg,-Emelie-f-Voss","Söderberg, Emelie",1876-1957,ediffah:kb:227309:1424439367,Arken_only
5766,,,"Söderberg, Hilma","Söderberg,-Hilma,-g-Böving","Söderberg, Hilma",1881-,https://libris.kb.se/97mpr1nt10r63qv#it,Arken_only
5767,,,"Söderbergh, Catharina","Söderbergh,-Catharina","Söderbergh, Catharina",1939-,https://libris.kb.se/0xbdgn6j1q50bn4#it,Arken_only
5770,,,"Söderlund, Carl Arvid","Söderlund,-Carl-Arvid","Söderlund, Carl Arvid",1880-1959,http://libris.kb.se/resource/bib/17260980,Arken_only
5773,,,"Söderquist, Christoffer","Söderquist,-Christoffer","Söderquist, Christoffer",1842-1926,ediffah:kb:359615:1126698972,Arken_only
5774,,,"Söderwall, K.F.","Söderwall,-Knut-Fredrik","Söderwall, K.F.",1842-1924,ediffah:kb:736495:1364311334,Arken_only
5779,,,"Talén, Oscar","Talén,-Oscar","Talén, Oscar",1844-1910,ediffah:kb:556487:1240994613,Arken_only
5781,,,"Tamm, Claes Anton","Tamm,-Claes-Anton","Tamm, Claes Anton",1807-1866,ediffah:kb:814963:1160572544,Arken_only
5783,,,"Tamm, Gustaf","Tamm,-Gustaf","Tamm, Gustaf",1838-1925,ediffah:kb:445895:1232374701,Arken_only
5784,,,"Tanaka, Misae",tanaka-misae,"Tanaka, Misae",1938-,https://libris.kb.se/v5l8d5qfspznl15f,Arken_only
5785,,,Tandläkarhögskolan i Umeå,tandlakarhogskolan-i-umea,Tandläkarhögskolan i Umeå,,https://libris.kb.se/khw051v34kw6czs,Arken_only
5786,,,"Taube, Didrik Henric","Taube,-Didrik-Henric","Taube, Didrik Henric",1711-1781,ediffah:kb:351982:1418816700,Arken_only
5787,,,"Taussi Sjöberg, Marja",taussi-sjoberg-marja,"Taussi Sjöberg, Marja",1943-,https://libris.kb.se/fcrtvbvz28nwrcc#it,Arken_only
5788,,,Teaterhistoriska museet i Göteborg,teaterhistoriska-museet-i-goteborg,Teaterhistoriska museet i Göteborg,,http://libris.kb.se/resource/auth/132267,Arken_only
5790,,,Teatro Colón (Buenos Aires),Teatro-Colon,Teatro Colón (Buenos Aires),,https://libris.kb.se/wt79c4tf2c3f3sw#it,Arken_only
5791,,,"Tegen, Karl Einar Zakarias","Tegen,-Karl-Einar-Zakarias","Tegen, Karl Einar Zakarias",1893-1958,ediffah:kb:391151:1367491987,Arken_only
5792,,,"Tegnér, Christopher","Tegnér,-Christopher","Tegnér, Christopher",1807-1885,https://libris.kb.se/jgvz2rd227t15sw#it,Arken_only
5794,,,"Tennant, Peter","Tennant,-Peter","Tennant, Peter",1910-1996,ediffah:kb:466303:1191237906,Arken_only
5798,,,"Thavfelin, Harald","Thavfelin,-Harald","Thavfelin, Harald",1920-1995,ediffah:kb:704191:1429186360,Arken_only
5801,,,"Thedéen, Märta","Thedéen,-Märta","Thedéen, Märta",,ediffah:kb:942069:1165848576,Arken_only
5805,,,"Thiel, Bettan","Thiel,-Bettan","Thiel, Bettan",1882-1975,ediffah:kb:495327:1270823290,Arken_only
5808,,,"Thim, Magda Ingeborg","Thim,-Magda-Ingeborg","Thim, Magda Ingeborg",1883-1951,ediffah:kb:833911:1415020820,Arken_only
5809,,,"Thim, Ragnar Hjalmar","Thim,-Ragnar-Hjalmar","Thim, Ragnar Hjalmar",1886-1957,ediffah:kb:833911:1415020820,Arken_only
5811,,,"Thomasson, Lars",thomasson-lars,"Thomasson, Lars",1928-,https://libris.kb.se/wt799qhf0r4wfvl#it,Arken_only
5816,,,"Thorvall, Thora","Thorvall,-Thora","Thorvall, Thora",1898-1980,ediffah:kb:730743:1356167479,Arken_only
5817,,,"Thorvall, Åke","Thorvall,-Åke","Thorvall, Åke",1889-1936,ediffah:kb:730743:1356167479,Arken_only
5819,,,Thulebolagen,Thulebolagen,Thulebolagen,,https://libris.kb.se/mkz1z2t54wvrfvm#it,Arken_only
5820,,,"Thulin, Carl Gustaf","Thulin,-Carl-Gustaf","Thulin, Carl Gustaf",1845-1918,ediffah:kb:786152:1412645782,Arken_only
5822,,,"Thulin, Gustaf","Thulin,-Gustaf","Thulin, Gustaf",1876-1961,https://libris.kb.se/0xbfnffj52f1405#it,Arken_only
5823,,,"Thulin, Helena f.Gistrén","Thulin,-Helena-f-Gistrén","Thulin, Helena f.Gistrén",1850-1935,ediffah:kb:786152:1412645782,Arken_only
5824,,,"Thulin, Ida Margaretha","Thulin,-Ida-Margaretha","Thulin, Ida Margaretha",1890-1984,ediffah:kb:786152:1412645782,Arken_only
5825,,,"Thulin, Petrus",thulin-petrus,"Thulin, Petrus",1893-1982,https://libris.kb.se/lwz70m27jnnp05qq#it,Arken_only
5830,,,"Thyselius, Carl","Thyselius,-Carl","Thyselius, Carl",1767-1833,https://libris.kb.se/tr58h89c09lbr5r#it,Arken_only
5831,,,"Thyselius, Sofia Lovisa Kristina","Thyselius,-Sofia-Lovisa-Kristina","Thyselius, Sofia Lovisa Kristina",1816-1853,ediffah:kb:652215:1368616651,Arken_only
5840,,,"Tingbrand, Per",tingbrand-per,"Tingbrand, Per",1937-2020,https://libris.kb.se/r4dm23wvptns0mk6#it,Arken_only
5841,,,"Tingfu, F. Tsiang","Tingfu,-F-Tsiang","Tingfu, F. Tsiang",1895-1965,ediffah:kb:285979:1415978596,Arken_only
5845,,,"Tollstadius, Erik",tollstadius-erik,"Tollstadius, Erik",1693-1759,https://libris.kb.se/vs69dshd0f5xv0n#it,Arken_only
5848,,,"Topelius, Georg Zacharias","Topelius,-Georg-Zacharias","Topelius, Georg Zacharias",1893-1985,ediffah:kb:949879:1254144265,Arken_only
5851,,,"Tranesjö, Rauni","Tranesjö,-Rauni","Tranesjö, Rauni",1924-2015,ediffah:kb:485065:1237289944,Arken_only
5856,,,"Troëng, Ivan","Troëng,-Ivan","Troëng, Ivan",1914-2014,https://libris.kb.se/jgvz78j25rptg85#it,Arken_only
5859,,,"Trysén, Abraham Oscar","Trysén,-Abraham-Oscar","Trysén, Abraham Oscar",1831-1930,ediffah:kb:491373:1472645098,Arken_only
5862,,,"Tullander, Boris","Tullander,-Boris","Tullander, Boris",1907-1991,https://libris.kb.se/hftwz9j13rclcv9#it,Arken_only
5865,,,"Táborský, Edvard","Táborský,-Edvard","Táborský, Edvard",1910-1996,ediffah:kb:495327:1270823290,Arken_only
5866,,,Törneman (släkt),"Törneman,-släkten",Törneman (släkt),,http://libris.kb.se/resource/bib/17261122,Arken_only
5867,,,"Törneman, Gudrun","Törneman,-Gudrun","Törneman, Gudrun",1875-1963,ediffah:kb:827368:1226405250,Arken_only
5869,,,UNESCO,UNESCO,UNESCO,,https://libris.kb.se/31fjmpsm5bh4ns6#it,Arken_only
5873,,,"Ugglas, af (släkt)","Ugglas,-af-släkt","Ugglas, af (släkt)",,https://libris.kb.se/hftx5xz10gg7kml#it,Arken_only
5877,,,"Uhr, Carin","Uhr,-Carin","Uhr, Carin",1783-1830,ediffah:kb:898014:1367491819,Arken_only
5878,,,"Uhr, Gustaf af","Uhr,-Gustaf-af","Uhr, Gustaf af",1780-1842,ediffah:kb:898014:1367491819,Arken_only
5884,,,"Ulich, Robert","Ulich,-Robert","Ulich, Robert",1890-1977,ediffah:kb:523775:1142605976,Arken_only
5888,,,"Ulrich, Johan","Ulrich,-Johan","Ulrich, Johan",1781-1849,ediffah:kb:954879:1235392012,Arken_only
5894,,,"Umeå universitet, Humanistisk fakultet",umea-universitet-humanistisk-fakultet,"Umeå universitet, Humanistisk fakultet",,https://libris.kb.se/fcrvzfsz4vt137p#it,Arken_only
5897,,,"Umeå universitet., Center för arktisk kulturforskning",center-for-arktisk-kulturforskning,"Umeå universitet., Center för arktisk kulturforskning",1983-1995,https://libris.kb.se/fcrtrw1z3r0l7pv#it,Arken_only
5898,,,"Umeå universitet., Forskningsarkivet",umea-universitet-forskningsarkivet,"Umeå universitet., Forskningsarkivet",,https://libris.kb.se/tr5759gc29bjfm3#it,Arken_only
5899,,,"Umeå universitet., Institutionen för ekonomisk historia",umea-universitet-institutionen-for-ekonomisk-historia,"Umeå universitet., Institutionen för ekonomisk historia",,http://libris.kb.se/resource/auth/133306,Arken_only
5900,,,"Umeå universitet., Institutionen för geografi och ekonomisk historia",umea-universitet-institutionen-for-geografi-och-ekonomisk-historia,"Umeå universitet., Institutionen för geografi och ekonomisk historia",,http://libris.kb.se/resource/auth/361402,Arken_only
5901,,,"Umeå universitet., Institutionen för historiska studier",umea-universitet-institutionen-for-historiska-studier,"Umeå universitet., Institutionen för historiska studier",,http://libris.kb.se/resource/auth/265061,Arken_only
5902,,,"Umeå universitet., Institutionen för konstvetenskap",umea-universitet-institutionen-for-konstvetenskap,"Umeå universitet., Institutionen för konstvetenskap",,http://libris.kb.se/resource/auth/219560,Arken_only
5903,,,"Umeå universitet., Institutionen för tillämpad utbildningsvetenskap",umea-universitet-institutionen-for-tillampad-utbildningsvetenskap,"Umeå universitet., Institutionen för tillämpad utbildningsvetenskap",,http://libris.kb.se/resource/auth/360632,Arken_only
5904,,,Umeå universitetsbibliotek,umea-universitetsbibliotek-2,Umeå universitetsbibliotek,1964-,https://libris.kb.se/gqb87tdfdfzxh86m#it,Arken_only
5906,,,"Unander-Scharin, Charlotte","Unander-Scharin,-Charlotte","Unander-Scharin, Charlotte",1952-,ediffah:kb:617663:1436872516,Arken_only
5907,,,Underground Productions,underground-production,Underground Productions,1992-2012,https://libris.kb.se/dqng25q8bblshcfc#it,Arken_only
5908,,,"Undén, Beata","Undén,-Beata,-f-Kaijser","Undén, Beata",1854-1944,ediffah:kb:963551:1415345577,Arken_only
5912,,,Uppsala universitet,uppsala-universitet,Uppsala universitet,,https://libris.kb.se/gdsvszq054lg8zg#it,Arken_only
5913,,,"Uppsala universitet., Etnologiska institutionen",uppsala-universitet-etnologiska-institutionen,"Uppsala universitet., Etnologiska institutionen",1996-,http://libris.kb.se/resource/auth/228493,Arken_only
5914,,,"Uppsala universitet., Litteraturhistoriska institutionen",Uppsala-universitet-Litteraturvetenskapliga-institutionen,"Uppsala universitet., Litteraturhistoriska institutionen",,https://libris.kb.se/gdsvszs04211r9c#it,Arken_only
5917,,,Utrikespolitiska institutet,utrikespolitiska-institutionen,Utrikespolitiska institutet,1938-,https://libris.kb.se/c9prqwxw4xm9jcl#it,Arken_only
5919,,,"Valentin, Henrik",valentin-henrik,"Valentin, Henrik",1943-,https://libris.kb.se/khwz0j3325jrd1w,Arken_only
5920,,,"Vallberg, Viktor",vallberg-viktor,"Vallberg, Viktor",1871-1967,https://libris.kb.se/53hkm43p4g05z5z#it,Arken_only
5921,,,"Valter, John","Valter,-John,-f-d-Jansson","Valter, John",1866-1923,ediffah:kb:124157:1366985803,Arken_only
5922,,,"Valter, Thérèse","Valter,-Thérèse,-f-Andersson","Valter, Thérèse",1866-1947,ediffah:kb:961883:1415089910,Arken_only
5924,,,"Vegesack, Bitti von","Vegesack,-Bitti","Vegesack, Bitti von",1913-2005,ediffah:kb:963551:1415345577,Arken_only
5925,,,"Verborgen, Luzian","Verborgen,-Luzian","Verborgen, Luzian",1928-,ediffah:kb:647113:1164287084,Arken_only
5930,,,"Videfors, Gustav","Videfors,-Gustav","Videfors, Gustav",1886-1973,https://libris.kb.se/dbqt2v0x4h6g6xt,Arken_only
5934,,,"Voigt, Hans Henning von","Voigt,-Hans-Henning-von","Voigt, Hans Henning von",1887-1962,ediffah:kb:495327:1270823290,Arken_only
5937,,,Västerbottens läns landsting,vasterbottens-lans-landsting,Västerbottens läns landsting,verksamhetens sluttid: 2018-12-31,http://libris.kb.se/resource/auth/231126,Arken_only
5938,,,Västerbottens regemente,vasterbottens-regemente,Västerbottens regemente,,https://libris.kb.se/86lnrjjs3gwtssp#it,Arken_only
5940,,,"Wachler, Charlotte","Wachler,-Charlotte","Wachler, Charlotte",d. 1924,https://libris.kb.se/75knw12r1h6w1nm,Arken_only
5947,,,"Waldenström, Edvard Mauritz",waldenstrom-edvard-mauritz,"Waldenström, Edvard Mauritz",1827-1897,https://libris.kb.se/fcrv39mz5dc7qmz#it,Arken_only
5948,,,"Walldén, Sigurd","Walldén,-Sigurd","Walldén, Sigurd",1913-1942,ediffah:kb:221179:1235401888,Arken_only
5949,,,"Wallenberg, Marianne","Wallenberg,-Marianne,-f-de-Geer-af-Leufsta","Wallenberg, Marianne",1893-1978,ediffah:kb:163772:1223983965,Arken_only
5952,,,"Wallin, Alexander","Wallin,-Alexander","Wallin, Alexander",1839-1929,ediffah:kb:775167:1221739081,Arken_only
5953,,,"Wallin, David","Wallin,-David","Wallin, David",1876-1957,https://libris.kb.se/wt7bf6df0q38m3f,Arken_only
5955,,,"Wallin, Erland","Wallin,-Erland","Wallin, Erland",1924-1983,ediffah:kb:775167:1221739081,Arken_only
5957,,,"Wallin, Hanna Maria","Wallin,-Hanna-Maria","Wallin, Hanna Maria",1874-1958,ediffah:kb:833911:1415020820,Arken_only
5958,,,"Wallin, Helena","Wallin,-Helena","Wallin, Helena",1906-1975,ediffah:kb:775167:1221739081,Arken_only
5959,,,"Wallin, Johannes","Wallin,-Johannes","Wallin, Johannes",1882-1962,ediffah:kb:775167:1221739081,Arken_only
5960,,,"Wallin, Jonas","Wallin,-Jonas","Wallin, Jonas",1858-1949,ediffah:kb:833911:1415020820,Arken_only
5962,,,"Wallin, Sonja Margareta","Wallin,-Sonja-Margareta-Emmelina","Wallin, Sonja Margareta",1906-1992,ediffah:kb:261867:1163066040,Arken_only
5963,,,"Wallin-Tolnai, Bianca","Wallin-Tolnai,-Bianca","Wallin-Tolnai, Bianca",1909-2006,ediffah:kb:775167:1221739081,Arken_only
5964,,,"Walling, Georg","Walling,-Georg","Walling, Georg",,ediffah:kb:752445:1143813047,Arken_only
5967,,,"Wanberg, Helmer","Wanberg,-Helmer","Wanberg, Helmer",1869-1950,ediffah:kb:342907:1414582645,Arken_only
5968,,,"Warburg Unger, Eva","Warburg-Unger,-Eva","Warburg Unger, Eva",1912-2016,ediffah:kb:482782:1336510334,Arken_only
5969,,,"Warburg, Fredrik Elias","Warburg,-Fredrik-Elias","Warburg, Fredrik Elias",1832-1899,ediffah:kb:736495:1364311334,Arken_only
5970,,,"Warrén, Iwan","Warrén,-Iwan","Warrén, Iwan",1930-2007,ediffah:kb:795519:1482850372,Arken_only
